 31139|1562| 22730
 31203|1563| 22531
 31204|1564| 22534
 31204|1564| 22534
 31237|1567| 22797
 31278|1568| 23040
 31283|1569| 22833
 31295|1570| 22845
 31295|1570| 22845
 31398|1577| 23015
 31421|1580| 22957
 31444|1581| 22881
 31512|1582| 22958
 31553|1586| 23068
 31579|1588| 23216
 31592|1590| 23088
 31647|1592| 23179
 31647|1592| 23179
 31761|1599| 23261
 31767|1601| 23123
 31780|1602| 23268
 31845|    | 23214
 31910|1603| 23522
 31964|1605| 23416
 31996|1607|
 32008|1608| 23221
 32045|1611| 23231
 32068|1612| 23453
 32249|1617| 23364
 32301|1620| 23497
 32343|1622| 23734
 32357|1623| 23743
 32440|1629| 22871
 32503|1634| 23474
 32537|1637| 23783
 32549|1638| 23607
 32630|1641| 23767
 32736|1648| 23680
 32743|1649| 23482
 32831|1652| 23595
 32831|1652| 23595
 32846|1653| 23596
 32887|1654| 23685
 32923|1656| 23835
 32964|1657| 23794
 32977|1658| 23871
 32990|1659| 23900
 32991|1660| 23883
 33021|1662| 23852
 33042|1663| 23649
 33054|1664| 23879
 33111|1666| 23875
 33254|1672| 23983
 33256|1673| 23941
 33262|1674| 23693
 33276|1676| 24010
 33285|1677| 23467
 33296|1678| 24348
 33328|1679| 23972
 33641|1689| 24340
 33802|1696| 24244
 33856|1698| 24331
 33904|1702| 24305
 33949|1705| 24327
 33959|1706| 24504
 33988|    |
 34029|1708| 24608
 34053|1711| 24512
 34078|1712| 24575
 34085|1713| 24436
 34172|1716| 23148
 34203|1718| 24555
 34233|1719| 24836
 34334|1726| 24727
 34364|1728| 24740
 34411|1729| 24813
 34499|1734| 24832
 34503|1735| 24674
 34559|1739| 24822
 34578|1740| 24879
 34642|1743| 24659
 34649|1744| 24372
 34658|1746| 24817
 34759|1749| 25048
 34787|1751| 25197
 34816|1756| 24845
 34863|1757| 24873
 35039|1765| 25044
 35072|1767| 24829
 35076|1768| 25192
 35148|    | 25145
 35149|1770| 25142
 35186|1773| 25292
 35189|1774| 25216
 35296|1780| 25278
 35337|1783| 25202
 35369|1784| 25247
 35410|1787| 25282
 35411|1788| 25281
 35439|1789| 25302
 35439|1789| 25302
 35468|1790| 25336
 35497|1791| 25428
 35497|1791| 25428
 35532|1798| 25410
 35580|1801| 25098
 35583|1802| 25769
 35620|1805| 25541
 35620|1805| 25541
 35671|1808| 25499
 35708|1810| 25539
 35715|1811| 25473
 35715|1811| 25473
 35770|1814| 25555
 35802|1816| 25583
 35860|1818| 25303
 35943|1821| 25695
 36066|1828| 25973
 36079|1829| 25606
 36167|1834| 25737
 36167|1834| 25737
 36189|1836| 25429
 36217|1837| 25785
 36267|1839| 25813
 36351|1842| 25861
 36371|1843| 25984
 36389|1845| 25945
 36473|1849| 25853
 36485|1851|
 36485|1851|
 36486|1852| 25930
 36486|1852| 25930
 36512|1855| 25923
 36570|1857| 26408
 36576|1858| 26064
 36597|1862| 25859
 36653|1864| 26093
 36673|1865| 25985
 36695|1868| 26063
 36777|1872| 26126
 36819|1875| 26248
 36822|1876| 26176
 36861|1879| 26207
 36861|1879| 26207
 36862|1880|
 36862|1880|
 37018|1892| 26237
 37020|1893| 26220
 37020|1893| 26220
 37021|1894|
 37022|1895| 26221
 37023|1896| 26224
 37041|1897| 26235
 37043|1899| 26241
 37070|    | 26587
 37077|1901| 26268
 37128|1903| 26311
 37147|1905| 26382
 37160|1907| 26366
 37202|1910| 26451
 37269|1914| 26536
 37297|1917| 26001
 37297|1917| 26001
 37350|1922| 26069
 37430|1926| 26412
 37438|1928| 26640
 37468|1931| 26549
 37479|1932|
 37490|1934| 26594
 37495|1935| 26460
 37507|1937| 26563
 37601|1941| 26942
 37638|1943| 27046
 37711|1946| 26777
 37742|1948| 26727
 37742|1948| 26727
 37743|1949|
 37763|1953| 25918
 37795|1956| 26634
 37984|1963| 26885
 38090|1968| 26865
 38091|1969| 27249
 38104|1971| 27196
 38129|    | 27283
 38392|1982|
 38393|1983| 27072
 38478|1985| 27265
 38545|1989| 27316
 38558|1990| 27338
 38602|1991| 26264
 38618|1992| 27592
 38622|1993| 27364
 38656|1995| 27483
 38666|1996| 27204
 38678|1998| 27288
 38710|1999| 27386
 38751|2002| 27468
 38771|2004| 27366
 38831|2006| 27731
 38899|2010| 27511
 38944|2011| 27639
 39003|2012| 27673
 39014|2015| 27100
 39019|2016| 27581
 39060|2020| 27321
 39091|2022| 26394
 39220|2027| 27971
 39220|2027| 27971
 39283|2029| 27949
 39283|2029| 27949
 39291|2031| 27658
 39317|2033| 27743
 39357|2034| 27830
 39364|2035| 27654
 39400|2037| 27750
 39425|2040| 27628
 39523|2042| 27530
 39587|2047| 27913
 39698|2052| 27965
 39764|2056| 27810
 39780|2059| 25776
 39801|2061| 27989
 39810|2062| 27369
 39816|2063|
 39844|2064| 27534
 40035|2077| 28358
 40111|2084| 28237
 40136|2085| 28103
 40176|2087| 28010
 40183|2088| 28360
 40239|2091| 28404
 40248|2092| 28098
 40312|2095| 28380
 40372|2100| 28271
 40394|2101| 28499
 40409|2102| 27890
 40446|2103| 28296
 40494|2106| 28199
 40535|2107| 28321
 40536|2108| 28325
 40724|2116| 28561
 40801|2119| 28677
 40808|2120| 28328
 40873|2123| 28765
 40932|2124| 28614
 40953|2125| 27566
 40967|2128| 28574
 41040|2130| 28691
 41074|2132| 28823
 41116|2134| 28734
 41117|2135| 28716
 41357|2143| 28946
 41361|2144| 28812
 41380|2145| 28814
 41511|2148| 28816
 41534|2149| 28756
 41543|    | 28969
 41597|2152| 29246
 41695|2155| 28910
 41698|2156| 28874
 41753|2159| 29038
 41927|2165| 29490
 42042|2168| 29048
 42078|2171| 28957
 42087|2173| 29225
 42126|2175| 29388
 42127|2176|
 42167|2177| 29034
 42216|    | 29288
 42303|2181| 29064
 42398|2185| 29379
 42509|2193| 29433
 42525|2194| 28909
 42543|2197| 29450
 42545|2198| 29434
 42560|2199| 29426
 42633|2201| 29730
 42933|2212| 29276
 42973|2215| 29919
 42995|2216| 29655
 43039|2219| 29696
 43042|2220| 29650
 43107|2221| 29134
 43153|2223| 29704
 43232|2227| 29651
 43232|2227| 29651
 43244|2228| 29884
 43247|2229| 29736
 43261|2230| 29789
 43378|2238| 30060
 43380|2239| 29949
 43384|2240| 29840
 43386|2241| 29800
 43455|2245| 29353
 43525|2247| 29850
 43740|    | 30003
 43749|    | 30278
 43760|2255| 29885
 43785|2256| 29807
 43812|2257| 30272
 43818|    | 30046
 43834|2261| 29271
 43836|    | 30049
 43905|2264| 30247
 44112|2273| 30073
 44402|2282| 30122
 44478|2286| 30343
 44537|2289| 30520
 44639|    |
 44691|2291| 30651
 44708|2293| 30679
 44743|2294| 30324
 44762|2296| 30277
 44762|2296| 30277
 44769|2298| 30419
 44769|2298| 30419
 44770|2299| 30422
 44770|2299| 30422
 44984|2308| 30564
 44990|2310| 30541
 45229|2320| 30342
 45348|2326| 30438
 45352|    | 30757
 45394|2330| 30769
 45410|2331| 31039
 45412|2332| 30827
 45416|2334| 30717
 45418|    | 30700
 45433|2335| 30720
 45466|2338| 30972
 45542|2343| 30883
 45542|2343| 30883
 45546|2344| 30772
 45572|2348| 30591
 45572|2348| 30591
 45669|2352| 30321
 45725|2356| 30867
 45726|2357|
 45727|2358|
 45813|2361| 30788
 46031|2371| 31105
 46052|2372| 31173
 46101|2376| 31359
 46116|2377| 30565
 46136|    | 31158
 46241|2382| 31159
 46300|2385| 31216
 46328|2387| 31125
 46355|2389| 30932
 46480|2394| 31676
 46553|2398| 31434
 46590|2402| 31665
 46642|2404| 31385
 46687|2405| 31579
 46781|    | 31525
 46860|2412| 31137
 46933|2414| 31416
 47070|2419| 31771
 47100|2420| 31789
 47105|2421| 31681
 47105|2421| 31681
 47138|2423| 31564
 47152|2425| 31737
 47174|2427| 31832
 47205|2429| 31592
 47306|2435| 31407
 47395|2438| 31852
 47442|2443| 31700
 47670|2451| 31685
 47731|2453| 32019
 47839|2456| 31978
 47914|2459| 32173
 47973|2462| 31765
 47973|2462| 31765
 48097|2466| 32104
 48250|2470| 32438
 48329|2473| 32246
 48432|2477| 32489
 48433|2478| 32249
 48450|2480| 32311
 48682|2483| 32480
 48737|2484| 32362
 48781|2487| 32562
 48843|2489| 32404
 48879|2490| 32864
 48915|2491| 32349
 48917|2492| 32292
 48977|2494| 32463
 49161|2503| 32533
 49229|2504| 32492
 49293|2506| 32578
 49333|2509| 32504
 49340|2511| 33104
 49520|2516| 32844
 49591|2518| 32537
 49591|2518| 32537
 49606|2519| 32753
 49618|2520| 33048
 49619|    |
 49738|2525| 32814
 49877|2526| 32531
 49908|2529| 32921
 50013|2538| 32759
 50018|2539| 33041
 50019|2540| 33018
 50037|2541| 33064
 50037|2541| 33064
 50204|2547| 33133
 50223|2548| 32765
 50241|2550| 32607
 50310|2553| 32768
 50337|2554| 32761
 50506|2559| 31897
 50522|2560| 33449
 50635|2564| 33202
 50658|2568| 33377
 50692|2569| 33277
 50707|2571| 33092
 50707|2571| 33092
 50778|2574| 33160
 50877|2580| 33152
 50973|2585| 33485
 50973|2585| 33485
 51055|2588| 33248
 51055|2588| 33248
 51199|2590| 33302
 51199|2590| 33302
 51250|2593| 33345
 51309|2596| 33347
 51440|2600| 33614
 51530|2601| 33595
 51557|2602| 32912
 51557|2602| 32912
 51688|2605| 33650
 52005|2615| 33715
 52089|2618| 33579
 52092|2619| 33558
 52497|2630| 33927
 52877|2646| 33856
 52918|2648| 33971
 52973|2650| 34088
 53047|2652| 33779
 53138|2653| 33977
 53244|2657| 34045
 53257|2659| 34182
 53633|    | 34572
 53704|2666| 34081
 53704|2666| 34081
 53791|2671|
 53811|2672| 34059
 53811|2672| 34059
 54131|2684| 34440
 54239|2689| 33384
 54475|2691| 34339
 54605|2693| 34444
 54716|2696| 34752
 54719|2697| 34693
 54801|2700| 34722
 54810|2701| 34622
 54893|2702| 34495
 55052|2706| 34819
 55057|2707| 34724
 55156|    | 34861
 55185|2714| 34769
 55280|2715| 35146
 55383|2717| 34909
 55383|2717| 34909
 55522|2718| 34798
 55621|2725| 35025
 55719|2727| 34802
 55719|2727| 34802
 55864|2735| 34473
 55864|2735| 34473
 55865|2736| 34481
 55865|2736| 34481
 55870|2738| 35152
 55892|2740| 34834
 55892|2740| 34834
 55966|2742| 36547
 56003|2744| 35080
 56014|2745| 34981
 56022|2746| 34899
 56022|2746| 34899
 56096|2748| 34922
 56139|2749| 35037
 56221|2753| 35341
 56537|2763| 35350
 56577|2764| 35210
 56820|2772| 35735
 56855|2773| 35264
 56986|2777| 35550
 57060|2781| 35412
 57060|2781| 35412
 57061|2782| 35415
 57066|    | 35726
 57102|2783| 35783
 57103|2784| 35785
 57150|2787| 35363
 57150|2787| 35363
 57167|2788| 35487
 57197|2789| 35347
 57219|2790| 35406
 57219|2790| 35406
 57240|2791| 35393
