H|        4148| |00 53 00.72|-30 21 25.2| 7.15| |G|013.25298157|-30.35699137| |  71.01|  620.50|   31.31|  0.66|  0.61|  0.78|  0.81|  0.61| 0.26|-0.18|-0.11| 0.08| 0.07| 0.03| 0.07| 0.07|-0.04| 0.20|  4| 1.03|  4148| 8.343|0.014| 7.280|0.010| | 0.936|0.006|G|1.00|0.02|A| | 7.3029|0.0010|0.009| 79| | 7.29| 7.32|       |C| | |          | |  | 1| | | |  |   |       |     |     |    |S| | |  5133|          |C-31   325|P-31    92|1.00|K2V         |3 
H|        4151| |00 53 04.28|+61 07 24.8| 4.80| |G|013.26783051|+61.12355735| |  53.85|  -68.45|  169.72|  0.36|  0.44|  0.60|  0.41|  0.45|-0.18| 0.14| 0.16| 0.09| 0.07| 0.07| 0.05|-0.26| 0.05|-0.23|  0|-0.16|  4151| 5.466|0.002| 4.856|0.002| | 0.540|0.008|G|0.61|0.03|C| | 4.9069|0.0005|0.005|152| | 4.90| 4.92|       |C| | |00531+6107|I| 1| 1| | | |  |   |       |     |     |    |S| | |  5015|B+60  124 |          |          |0.61|F8V         |X 
H|        4473| |00 57 18.46|-62 14 45.3| 9.50| |G|014.32691388|-62.24590709| |  51.66| 1028.33|  127.79|  0.86|  0.84|  1.07|  0.93|  1.02|-0.19| 0.26|-0.21|-0.21| 0.05| 0.03|-0.04| 0.14|-0.24|-0.03|  0|-0.35|  4473|11.161|0.050| 9.645|0.022| | 1.299|0.007|G|1.51|0.01|A| | 9.5953|0.0024|0.025|142| | 9.55| 9.64|       | | | |          | |  | 1| | | |  |   |       |     |     |    | | | |  5633|          |C-62    39|P-62    75|1.51|K7V         |X 
H|        4569| |00 58 27.08|-27 51 22.7|11.77| |G|014.61282693|-27.85630511| |  76.32| 1293.37| -298.93|  2.22|  1.97|  2.88|  3.20|  2.09| 0.14|-0.01|-0.22| 0.06|-0.08| 0.28|-0.04|-0.08|-0.11|-0.04|  0| 1.23|  4569|      |     |      |     | | 1.558|0.003|G|2.58|0.01|A| |11.8060|0.0060|0.046| 77| |11.73|11.90|       | | | |          | |  | 1| | | |  |   |       |     |     |    | |G| |      |          |C-28   302|          |2.58|            |  
H|        4856| |01 02 28.99|+71 40 50.7| 9.98| |G|015.62080367|+71.68074123| | 122.77| 1745.69| -380.43|  0.94|  0.94|  1.23|  1.13|  1.13|-0.17| 0.09| 0.04| 0.23|-0.13|-0.06|-0.12|-0.08| 0.17|-0.23|  1| 0.79|  4856|11.736|0.094|10.133|0.034| | 1.501|0.058|G|2.08|0.45|I| |10.0231|0.0031|0.031|143| | 9.98|10.07|       | | | |          | |  | 1| | | |  |   |       |     |     |    | |G| |      |B+70   68b|          |          |2.08|M3.5e       |S 
H|        4872| |01 02 37.95|+62 20 41.4| 9.56| |G|015.65812055|+62.34482783| |  99.44|  730.10|   89.27|  0.90|  0.89|  1.39|  1.04|  1.02|-0.22| 0.13| 0.03|-0.08| 0.13| 0.02| 0.13| 0.05| 0.14|-0.13|  1| 1.67|  4872|11.439|0.069| 9.765|0.025| | 1.463|0.032|G|1.86|0.14|I| | 9.6141|0.0028|0.031|156| | 9.56| 9.66|       | | | |          | |  | 1| | | |  |   |       |     |     |    | |G| |      |B+61  195 |          |          |1.86|K5V...      |X 
H|        4927|H|01 03 13.74|+20 05 51.8|11.36| |G|015.80724267|+20.09773584|A|  61.23|  671.78|   44.46|  5.28|  3.73|  5.26|  4.80|  2.94| 0.49| 0.24| 0.19|-0.11|-0.14|-0.06|-0.13| 0.03|-0.04| 0.34|  2| 0.47|  4927|      |     |      |     | | 1.590|0.009|G|2.58|0.02|I|*|11.3928|0.0045|0.038|101|*|11.32|11.46|       |D| | |01032+2006|I| 1| 2|C| |B|AB| 45|  2.745|0.041| 1.29|0.08| |G| |      |          |          |          |2.58|M           |S 
H|        5247| |01 07 06.14|+63 56 26.0| 9.00| |G|016.77560068|+63.94055066| |  66.46| 1548.21|  319.28|  0.85|  0.85|  1.27|  1.07|  1.07|-0.27|-0.04| 0.16| 0.03| 0.08| 0.01| 0.04|-0.10| 0.19|-0.42|  0|-0.56|  5247|10.768|0.048| 9.195|0.020| | 1.289|0.007|G|1.48|0.01|I| | 9.0844|0.0020|0.024|140| | 9.04| 9.12|       |C| | |          | |  | 1| | | |  |   |       |     |     |    | | | |      |B+63  137 |          |          |1.48|K7V         |X 
H|        5336| |01 08 12.92|+54 55 27.2| 5.17| |G|017.05383776|+54.92422766|+| 132.40| 3421.44|-1599.27|  0.32|  0.35|  0.60|  0.46|  0.37|-0.15| 0.14|-0.14| 0.03|-0.11| 0.08|-0.07|-0.41| 0.19|-0.26|  0|-1.45|  5336|      |     |      |     | | 0.704|0.004|G|0.83|0.02|G| | 5.2898|0.0004|0.006|286| | 5.28| 5.30|       | | | |01080+5455|I| 1| 1|O| | |  |   |       |     |     |    |S| |D|  6582|B+54  223 |          |          |0.83|G5Vp        |X 
H|        5496| |01 10 22.31|-67 26 46.8| 9.80| |G|017.59293817|-67.44634604| | 122.86|  389.20|  571.98|  6.53|  6.50|  7.53|  7.29|  6.79|-0.05|-0.02|-0.05|-0.27| 0.09| 0.14| 0.09|-0.18| 0.00|-0.02|  0|     |  5496|11.841|0.113| 9.987|0.034| | 1.568|0.028|G|2.52|0.12|I| | 9.8136|0.0028|0.020|104| | 9.76| 9.85|       |C| | |          | |  | 1|X| | |  |   |       |     |     |    | | | |      |          |C-68    47|P-68    41|2.52|K           |S 
